;accordion;airplanes;anchor;ant;BACKGROUND_Google;barrel;bass;beaver;binocular;bonsai;brain;brontosaurus;buddha;butterfly;camera;cannon;car_side;ceiling_fan;cellphone;chair;chandelier;cougar_body;cougar_face;crab;crayfish;crocodile;crocodile_head;cup;dalmatian;dollar_bill;dolphin;dragonfly;electric_guitar;elephant;emu;euphonium;ewer;Faces;Faces_easy;ferry;flamingo;flamingo_head;garfield;gerenuk;gramophone;grand_piano;hawksbill;headphone;hedgehog;helicopter;ibis;inline_skate;joshua_tree;kangaroo;ketch;lamp;laptop;Leopards;llama;lobster;lotus;mandolin;mayfly;menorah;metronome;minaret;Motorbikes;nautilus;octopus;okapi;pagoda;panda;pigeon;pizza;platypus;pyramid;revolver;rhino;rooster;saxophone;schooner;scissors;scorpion;sea_horse;snoopy;soccer_ball;stapler;starfish;stegosaurus;stop_sign;strawberry;sunflower;tick;trilobite;umbrella;watch;water_lilly;wheelchair;wild_cat;windsor_chair;wrench;yin_yang;All
brain;0.0;0.003125;0.0;0.0;0.00666666666667;0.0;0.0;0.0;0.0;0.0;0.15;0.0;0.0;0.0227272727273;;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.00574712643678;0.0;0.0;0.125;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00324675324675;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0384615384615;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0375;0.0;;;0.0;0.0;0.0;0.00546746856206
brontosaurus;0.0;0.009375;0.0;0.0;0.00666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0105263157895;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00273373428103
buddha;0.0;0.0;0.0;0.0;0.0266666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03125;0.0;;0.0;0.0;0.0;0.0;0.0;0.0217391304348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0333333333333;0.03125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0114942528736;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0384615384615;0.0;0.0;;0.0416666666667;0.0;;;0.0108695652174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00324675324675;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00437397484964
butterfly;0.0625;0.009375;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0227272727273;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0357142857143;0.0;0.0157894736842;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0416666666667;0.0;;;0.0108695652174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00649350649351;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0227272727273;0.0;0.0;0.0;;0.0294117647059;0.0;0.0;0.0;0.0555555555556;0.0;0.0;0.0;0.0125;0.0;;;0.0;0.0;0.0;0.00601421541826
camera;0.0;0.0;0.0;0.0;0.00666666666667;0.0;0.0;0.0;0.0;0.0185185185185;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00649350649351;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0.025;0.0;;;0.0;0.0;0.0;0.00191361399672
cannon;0.0;0.009375;0.0;0.0;0.0133333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0227272727273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0105263157895;0.00574712643678;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00324675324675;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00273373428103
car_side;0.0;0.003125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.386363636364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0210526315789;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00601421541826
ceiling_fan;0.0;0.00625;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0454545454545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00526315789474;0.00574712643678;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00324675324675;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0277777777778;0.0;0.0;0.0;0.0125;0.0;;;0.0;0.0;0.0;0.00300710770913
cellphone;0.0625;0.0;0.0;0.0;0.04;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00526315789474;0.0;0.0;0.0;0.0;0.0;0.0;;0.0192307692308;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0333333333333;0.012987012987;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00464734827775
chair;0.0;0.00625;0.0;0.0;0.0133333333333;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0192307692308;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00324675324675;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00191361399672
chandelier;0.0;0.03125;0.0;0.0;0.0133333333333;0.0;0.0;0.0;0.0;0.0185185185185;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0217391304348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0238095238095;0.0105263157895;0.00574712643678;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0384615384615;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;;0.0384615384615;0.0;;0.0;0.0;0.0;0.0;0.0227272727273;0.0;0.0;0.0;;0.0294117647059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0125;0.0;;;0.0;0.0;0.0;0.00628758884636
cougar_body;0.0;0.003125;0.0;0.0;0.0133333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0227272727273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00526315789474;0.00574712643678;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.025;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00649350649351;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0294117647059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00300710770913
cougar_face;0.0;0.0;0.0;0.0;0.0466666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0105263157895;0.00574712643678;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0416666666667;0.025;;;0.0108695652174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00649350649351;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0294117647059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00437397484964
crab;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03125;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0357142857143;0.0;0.0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0263157894737;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00324675324675;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0588235294118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00382722799344
crayfish;0.0;0.009375;0.0;0.0;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0454545454545;0.0;0.0;0.0238095238095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00526315789474;0.00574712643678;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0833333333333;0.0;0.0;0.0;0.0;;0.0416666666667;0.025;;;0.0217391304348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00324675324675;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0384615384615;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00574084199016
crocodile;0.0;0.003125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0217391304348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0105263157895;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0217391304348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00191361399672
crocodile_head;0.0;0.00625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0714285714286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00526315789474;0.00574712643678;0.0;0.0;0.0;0.0;0.0;;0.0;0.0227272727273;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0108695652174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00324675324675;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00218698742482
cup;0.0;0.0;0.0;0.0;0.0266666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0105263157895;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0108695652174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00324675324675;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0294117647059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;;;0.0;0.0;0.0;0.00300710770913
dalmatian;0.125;0.00625;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0157894736842;0.0114942528736;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.025;;;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00410060142154
dollar_bill;0.0;0.003125;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0227272727273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0105263157895;0.0172413793103;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0416666666667;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0333333333333;0.00324675324675;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00437397484964
dolphin;0.0;0.015625;0.0;0.0;0.00666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0588235294118;0.0;0.0;0.0384615384615;0.0;0.0;0.0;0.0;0.0114942528736;0.0;0.0;0.0;0.0;0.0;;0.0;0.0909090909091;0.0;0.0;0.0;0.0;0.0;;0.0416666666667;0.025;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00464734827775
