;accordion;airplanes;anchor;ant;BACKGROUND_Google;barrel;bass;beaver;binocular;bonsai;brain;brontosaurus;buddha;butterfly;camera;cannon;car_side;ceiling_fan;cellphone;chair;chandelier;cougar_body;cougar_face;crab;crayfish;crocodile;crocodile_head;cup;dalmatian;dollar_bill;dolphin;dragonfly;electric_guitar;elephant;emu;euphonium;ewer;Faces;Faces_easy;ferry;flamingo;flamingo_head;garfield;gerenuk;gramophone;grand_piano;hawksbill;headphone;hedgehog;helicopter;ibis;inline_skate;joshua_tree;kangaroo;ketch;lamp;laptop;Leopards;llama;lobster;lotus;mandolin;mayfly;menorah;metronome;minaret;Motorbikes;nautilus;octopus;okapi;pagoda;panda;pigeon;pizza;platypus;pyramid;revolver;rhino;rooster;saxophone;schooner;scissors;scorpion;sea_horse;snoopy;soccer_ball;stapler;starfish;stegosaurus;stop_sign;strawberry;sunflower;tick;trilobite;umbrella;watch;water_lilly;wheelchair;wild_cat;windsor_chair;wrench;yin_yang;All
brain;0.0;0.0;;;0.010989010989;;0.0;0.0;0.0;0.0166666666667;0.142857142857;0.0;0.0294117647059;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0416666666667;0.0;0.0333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.00606060606061;0.0357142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.0357142857143;0.0;0.0;0.0384615384615;0.0;0.0;0.0;0.0;0.0;0.0;0.0172413793103;0.0;0.0;;0.0;0.0;0.0;0.00574084199016
brontosaurus;0.0;0.0;;;0.00549450549451;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00520833333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0125;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.00606060606061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;0.00862068965517;0.0;0.0;;0.0;0.0;0.0;0.00218698742482
buddha;0.0;0.0;;;0.0164835164835;;0.0;0.0;0.0;0.0166666666667;0.0238095238095;0.0;0.0294117647059;0.0;0.0555555555556;;0.0;;0.0;0.0;0.025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00675675675676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0125;0.0769230769231;0.0;0.0;;0.0;0.0;0.0;0.0;0.0030303030303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0258620689655;0.0;0.0;;0.0;0.0;0.0;0.00464734827775
butterfly;0.0;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.0;0.0555555555556;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0555555555556;0.0;0.0;0.0;0.00675675675676;0.00520833333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0714285714286;0.0;0.0125;0.0;0.0454545454545;0.0277777777778;;0.0;0.0294117647059;0.0;0.0263157894737;0.00606060606061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0416666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.05;0.00492072170585
camera;0.0;0.0;;;0.021978021978;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.166666666667;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0030303030303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03125;;0.0;0.0;0.0;0.00246036085293
cannon;0.0;0.0;;;0.0164835164835;;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.0333333333333;0.0;;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0030303030303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00246036085293
car_side;0.0;0.00333333333333;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.472222222222;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00492072170585
ceiling_fan;0.0;0.00666666666667;;;0.010989010989;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0125;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00191361399672
cellphone;0.0;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.0;0.0;0.0;;0.0;;0.333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0263157894737;0.0030303030303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00246036085293
chair;0.0;0.0;;;0.021978021978;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0555555555556;0.0;0.0;0.0;0.0202702702703;0.00520833333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0217391304348;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0125;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.00606060606061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00355385456534
chandelier;0.0;0.0;;;0.021978021978;;0.0;0.0;0.0;0.0166666666667;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.125;;0.05;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0202702702703;0.00520833333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0454545454545;0.0;0.0;0.0;0.0;0.0125;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0714285714286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0172413793103;0.0;0.0;;0.0;0.0;0.0;0.00546746856206
cougar_body;0.0;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.025;0.0;0.0;0.0;0.0;0.0;0.05;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0333333333333;0.0;0.0260416666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0416666666667;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0125;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0277777777778;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00300710770913
cougar_face;0.0;0.0;;;0.010989010989;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0833333333333;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0357142857143;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0;0.0277777777778;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00382722799344
crab;0.0;0.0;;;0.0;;0.0;0.0;0.0;0.0166666666667;0.0;0.0;0.0;0.0277777777778;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0588235294118;0.0;0.0;0.05;0.0;;0.0;0.0;0.0;0.0;0.0;0.0416666666667;0.0;0.0;0.0;0.015625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0416666666667;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0125;0.0384615384615;0.0;0.0;;0.0;0.0;0.0;0.0;0.0030303030303;0.0;0.0;0.0;0.0;0.0;0.0;0.03125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0277777777778;0.0;0.00862068965517;0.0;0.0;;0.0;0.0;0.0;0.00464734827775
crayfish;0.0;0.00666666666667;;;0.00549450549451;;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0384615384615;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0416666666667;0.0;0.0;0.0;0.00520833333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0454545454545;0.0;0.0;0.0;0.0;0.025;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0030303030303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0277777777778;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00355385456534
crocodile;0.0;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.111111111111;0.1;0.0;;0.0;0.0;0.0;0.0;0.0555555555556;0.0;0.0;0.0;0.0;0.00520833333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0588235294118;0.0;0.0;0.0333333333333;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00246036085293
crocodile_head;0.0;0.00666666666667;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0357142857143;0.0;0.0;0.0555555555556;0.05;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00520833333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0416666666667;0.0;0.0;;0.0454545454545;0.0;0.0;0.0;0.0;0.0125;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00273373428103
cup;0.0;0.0;;;0.00549450549451;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00675675675676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.00606060606061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00109349371241
dalmatian;0.0;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0454545454545;0.0357142857143;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0416666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0030303030303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00328048113723
dollar_bill;0.0;0.0;;;0.010989010989;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00675675675676;0.00520833333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0333333333333;;0.0;0.0;0.0;0.0;0.0277777777778;0.0125;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0030303030303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.00273373428103
