;accordion;airplanes;anchor;ant;BACKGROUND_Google;barrel;bass;beaver;binocular;bonsai;brain;brontosaurus;buddha;butterfly;camera;cannon;car_side;ceiling_fan;cellphone;chair;chandelier;cougar_body;cougar_face;crab;crayfish;crocodile;crocodile_head;cup;dalmatian;dollar_bill;dolphin;dragonfly;electric_guitar;elephant;emu;euphonium;ewer;Faces;Faces_easy;ferry;flamingo;flamingo_head;garfield;gerenuk;gramophone;grand_piano;hawksbill;headphone;hedgehog;helicopter;ibis;inline_skate;joshua_tree;kangaroo;ketch;lamp;laptop;Leopards;llama;lobster;lotus;mandolin;mayfly;menorah;metronome;minaret;Motorbikes;nautilus;octopus;okapi;pagoda;panda;pigeon;pizza;platypus;pyramid;revolver;rhino;rooster;saxophone;schooner;scissors;scorpion;sea_horse;snoopy;soccer_ball;stapler;starfish;stegosaurus;stop_sign;strawberry;sunflower;tick;trilobite;umbrella;watch;water_lilly;wheelchair;wild_cat;windsor_chair;wrench;yin_yang;All
electric_guitar;0.0;0.00882352941176;;0.0;0.0294117647059;0.0;0.0;;;0.0;0.0263157894737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0131578947368;0.0;0.0;;;;0.0;0.0;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00300710770913
elephant;0.0;0.00294117647059;;0.0;0.00588235294118;0.0;0.0;;;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0384615384615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00609756097561;0.0144230769231;0.0384615384615;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0263157894737;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00300710770913
emu;0.0;0.00588235294118;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.0;0.0416666666667;0.0238095238095;0.0;0.0416666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0121951219512;0.00961538461538;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0263157894737;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00300710770913
euphonium;0.0;0.00294117647059;;0.0;0.00588235294118;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1875;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0062893081761;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0384615384615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00218698742482
ewer;0.05;0.00882352941176;;0.0;0.0117647058824;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.047619047619;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0454545454545;0.0;0.0;0.03125;0.0121951219512;0.00480769230769;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0263157894737;0.0;0.0108695652174;0.0;;;0.0;0.0;0.0;0.00437397484964
Faces;0.0;0.00882352941176;;0.0;0.0117647058824;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.359756097561;0.0817307692308;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0416666666667;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0224166211044
Faces_easy;0.05;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.164634146341;0.341346153846;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0185185185185;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0062893081761;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0263157894737;0.0;0.0108695652174;0.0;;;0.0;0.0;0.0;0.0284308365227
ferry;0.05;0.00882352941176;;0.0;0.00588235294118;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0121951219512;0.0;0.0384615384615;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.037037037037;;0.0;0.0131578947368;0.0;0.0;;;;0.0;0.0;0.0;0.0062893081761;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00355385456534
flamingo;0.0;0.00588235294118;;0.0;0.0117647058824;0.0;0.0;;;0.0;0.0263157894737;0.0;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0454545454545;0.0;0.0;0.0243902439024;0.0;0.0;0.0625;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0131578947368;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0384615384615;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0108695652174;0.0;;;0.0;0.0;0.0;0.00437397484964
flamingo_head;0.0;0.00588235294118;;0.0;0.00588235294118;0.0;0.0;;;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0416666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00609756097561;0.00480769230769;0.0;0.0;;0.0;0.0;0.0;0.0227272727273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0555555555556;0.0;0.0;;0.0;0.0;0.0;0.0714285714286;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00300710770913
garfield;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0384615384615;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.000546746856206
gerenuk;0.0;0.00294117647059;;0.0;0.00588235294118;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00609756097561;0.0;0.0;0.0;;0.0;0.0833333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025;0.0;;0.0;0.0131578947368;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00164024056862
gramophone;0.0;0.00294117647059;;0.0;0.00588235294118;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.03125;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0121951219512;0.00961538461538;0.0;0.0;;0.0;0.0;0.0;0.0227272727273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0454545454545;0.0;0.0;0.0108695652174;0.0;;;0.0;0.0;0.0;0.00355385456534
grand_piano;0.0;0.0117647058824;;0.0;0.0117647058824;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0454545454545;0.0;0.0;0.0;0.0;0.00480769230769;0.0;0.0;;0.0;0.0;0.0;0.113636363636;0.0;0.0454545454545;0.0;0.0;0.0;0.0;0.0;0.0;0.0185185185185;;0.0263157894737;0.0;0.0;0.0416666666667;;;;0.0;0.0;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0217391304348;0.0;;;0.0;0.0;0.0416666666667;0.00601421541826
hawksbill;0.05;0.0117647058824;;0.0;0.0294117647059;0.0;0.0416666666667;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0121951219512;0.0;0.0;0.0;;0.0;0.0;0.0384615384615;0.0;0.111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0227272727273;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0526315789474;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00738108255878
headphone;0.0;0.00294117647059;;0.0;0.0176470588235;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0227272727273;0.0;0.0454545454545;0.0;0.0;0.0;0.0;0.0;0.025;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.00943396226415;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00300710770913
hedgehog;0.0;0.0;;0.0;0.0117647058824;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0121951219512;0.0;0.0;0.0;;0.0;0.0833333333333;0.0;0.0;0.0;0.0;0.0625;0.0;0.0294117647059;0.0;0.0;0.0;0.0;;0.0;0.0131578947368;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00218698742482
helicopter;0.0;0.0323529411765;;0.0;0.00588235294118;0.0;0.0;;;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00609756097561;0.00480769230769;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0185185185185;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0454545454545;0.0;0.00492072170585
ibis;0.0;0.0147058823529;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0384615384615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0454545454545;0.0;0.0;0.0121951219512;0.00480769230769;0.0;0.03125;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0588235294118;0.0;0.0;0.025;0.0;;0.0;0.0131578947368;0.0;0.0;;;;0.0;0.0;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.025;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00464734827775
inline_skate;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.142857142857;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0157232704403;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00191361399672
joshua_tree;0.0;0.00882352941176;;0.0;0.0176470588235;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0121951219512;0.00480769230769;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;;0.0;0.0131578947368;0.0;0.0;;;;0.0;0.0;0.0416666666667;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.05;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00437397484964
kangaroo;0.0;0.00882352941176;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0454545454545;0.0;0.0;0.0121951219512;0.00480769230769;0.0;0.0;;0.0;0.0833333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.075;0.0;;0.0;0.0657894736842;0.0;0.0;;;;0.0;0.0;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.05;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.025;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00546746856206
ketch;0.0;0.00588235294118;;0.0;0.0235294117647;0.0;0.0;;;0.0;0.0263157894737;0.0;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0384615384615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.030487804878;0.00961538461538;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0294117647059;0.0;0.0;0.0;0.148148148148;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00738108255878
lamp;0.05;0.00882352941176;;0.0;0.0235294117647;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0121951219512;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0588235294118;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0454545454545;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00355385456534
laptop;0.0;0.00294117647059;;0.0;0.0352941176471;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0121951219512;0.00961538461538;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0220125786164;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00519409513395
Leopards;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.5;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0103881902679
llama;0.0;0.0;;0.0;0.00588235294118;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0238095238095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0426829268293;0.00480769230769;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0588235294118;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00355385456534
lobster;0.0;0.00588235294118;;0.0;0.0235294117647;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0182926829268;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0062893081761;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00328048113723
lotus;0.0;0.00882352941176;;0.0;0.0117647058824;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0555555555556;0.0;0.0238095238095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0243902439024;0.00480769230769;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.05;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0714285714286;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00382722799344
mandolin;0.0;0.00294117647059;;0.0;0.0117647058824;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0416666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0454545454545;0.0;0.0;0.0243902439024;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0263157894737;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00300710770913
mayfly;0.0;0.00588235294118;;0.0;0.0117647058824;0.0;0.0;;;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00961538461538;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00218698742482
menorah;0.0;0.00588235294118;;0.0;0.00588235294118;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0454545454545;0.0;0.0;0.0;0.0;0.0;0.0;0.0454545454545;0.0;0.0;0.0121951219512;0.00961538461538;0.0;0.0;;0.0;0.0;0.0;0.0;0.0185185185185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0526315789474;0.0;0.0;0.00314465408805;;0.0625;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0384615384615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0108695652174;0.0;;;0.0;0.0;0.0;0.00519409513395
metronome;0.0;0.00294117647059;;0.0;0.0117647058824;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.1;0.0;0.00314465408805;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.00136686714051
